repeat,user_id,language,alpha_mean,alpha_sd,alpha_min,alpha_max
0,61574934126943,pt,0.19260649383068085,0.11454465240240097,0.030001729726791382,0.2999972105026245
0,61575691375427,fr,0.217174232006073,0.09705822169780731,0.030527770519256592,0.2999958395957947
0,61575485818749,hi,0.22245748341083527,0.10180921852588654,0.030045926570892334,0.2999986410140991
0,61574816892552,pt,0.19226382672786713,0.10529977083206177,0.030818969011306763,0.2999923527240753
0,61574075455618,it,0.22171930968761444,0.100179523229599,0.03000056743621826,0.29999691247940063
0,61575459945486,fr,0.2023393213748932,0.10394107550382614,0.030000954866409302,0.29999884963035583
0,61574981251318,en,0.23810899257659912,0.09119047224521637,0.030052945017814636,0.2999988794326782
0,61575731069908,it,0.23031719028949738,0.09278639405965805,0.03001578152179718,0.29999738931655884
0,61574875659187,hi,0.23308312892913818,0.09034363925457001,0.030209705233573914,0.2999929189682007
0,61574801413926,fr,0.21412135660648346,0.09868436306715012,0.030057132244110107,0.2999984622001648
0,61575146115727,en,0.22943635284900665,0.09103229641914368,0.03127548098564148,0.2999984622001648
0,61573204057105,pt,0.22874850034713745,0.09005025774240494,0.03287602961063385,0.29999619722366333
0,61573089179589,en,0.21610060334205627,0.10173467546701431,0.030071735382080078,0.2999955415725708
0,61574905567721,en,0.18379797041416168,0.11192066967487335,0.030023112893104553,0.2999952435493469
0,61574951645380,en,0.2336835265159607,0.0832272469997406,0.0337986946105957,0.29999661445617676
0,61574784704159,en,0.2573801875114441,0.07507491111755371,0.03306123614311218,0.29999828338623047
0,61575176273985,fr,0.19318053126335144,0.10566790401935577,0.030095115303993225,0.2999880611896515
0,61574760312216,en,0.252734899520874,0.07862299680709839,0.030181527137756348,0.2999984622001648
0,61575685105868,hi,0.23118522763252258,0.0963422879576683,0.030088141560554504,0.2999964952468872
0,61575670886568,hi,0.2258993685245514,0.0961637869477272,0.030139058828353882,0.29999619722366333
0,61575164631789,en,0.2507303059101105,0.08153299987316132,0.03302967548370361,0.2999988794326782
0,61575208087101,hi,0.2119046151638031,0.09983398020267487,0.03002847731113434,0.2999986410140991
0,61575843929653,en,0.20168910920619965,0.10991989076137543,0.030263781547546387,0.2999972105026245
0,61575206423273,hi,0.24284440279006958,0.07547924667596817,0.037993207573890686,0.29999643564224243
0,61572994007723,fr,0.2102043628692627,0.1005764901638031,0.030208691954612732,0.29999858140945435
0,61575207732884,en,0.25888314843177795,0.07196193933486938,0.03916843235492706,0.2999951243400574
0,61575184700780,en,0.2684153914451599,0.06407959759235382,0.033977508544921875,0.2999987304210663
0,61574992560566,hi,0.23402361571788788,0.09263623505830765,0.030005410313606262,0.29999762773513794
0,61573566207733,fr,0.2045639008283615,0.10338542610406876,0.030140027403831482,0.2999988794326782
0,61575283718902,en,0.2662786543369293,0.060674745589494705,0.0349791944026947,0.2999974489212036
0,61574821569203,en,0.2214851677417755,0.09444434940814972,0.03134162724018097,0.29999902844429016
0,61575240461266,pt,0.19563910365104675,0.10048098862171173,0.030002743005752563,0.2999982237815857
0,61575616199388,hi,0.22417482733726501,0.0923023447394371,0.03003200888633728,0.2999957799911499
0,61574709227973,pt,0.15951783955097198,0.10872240364551544,0.03002120554447174,0.2999977171421051
0,61574889725701,en,0.23479503393173218,0.09200507402420044,0.030477240681648254,0.29999834299087524
0,61575850974558,it,0.20275679230690002,0.10773804038763046,0.030011355876922607,0.29999831318855286
0,61575303902251,en,0.23128508031368256,0.09143728762865067,0.030053332448005676,0.2999962568283081
0,61574689937883,fr,0.22979266941547394,0.09350951761007309,0.031172066926956177,0.2999979257583618
0,61575625918798,fr,0.19741596281528473,0.1113538146018982,0.030001699924468994,0.2999948561191559
0,61575159445487,pt,0.22244001924991608,0.08910442143678665,0.030255228281021118,0.29999542236328125
0,61575245441106,en,0.23181255161762238,0.09611690789461136,0.03046111762523651,0.2999964952468872
0,61575530402770,en,0.24453754723072052,0.08449369668960571,0.032147884368896484,0.2999991178512573
0,61575449674736,fr,0.21238279342651367,0.09727811813354492,0.03335849940776825,0.29999881982803345
0,61575677426201,en,0.2143756002187729,0.09694270044565201,0.030620262026786804,0.29999834299087524
0,61575220672434,fr,0.2264086902141571,0.08807618916034698,0.030561015009880066,0.29998499155044556
0,61575207112351,en,0.2345503568649292,0.09229838848114014,0.030368193984031677,0.2999977171421051
0,61575689365656,it,0.23715266585350037,0.0845838189125061,0.031396448612213135,0.29999595880508423
0,61575314851612,en,0.21910212934017181,0.102321095764637,0.03008696436882019,0.2999960482120514
0,61575849234543,pt,0.2354716658592224,0.08822090923786163,0.030966371297836304,0.2999598979949951
0,61573389545206,it,0.22664117813110352,0.08967255800962448,0.030709609389305115,0.2999972701072693
0,61575147806028,pt,0.2321765422821045,0.08248995989561081,0.03310316801071167,0.2999964952468872
0,61575284104535,en,0.2690112888813019,0.05844689905643463,0.04152817279100418,0.29999828338623047
0,61575114161642,hi,0.23766520619392395,0.09616082161664963,0.030060917139053345,0.2999981939792633
0,61575635698445,pt,0.23361697793006897,0.08741229772567749,0.030083969235420227,0.29999345541000366
0,61574793554229,it,0.24042436480522156,0.08642777800559998,0.030222088098526,0.29999852180480957
0,61573072801000,fr,0.1956978291273117,0.1032213568687439,0.030075803399086,0.2999849319458008
0,61575509307728,hi,0.2354852706193924,0.08900430798530579,0.030320435762405396,0.2999974489212036
0,61575227003442,it,0.22334912419319153,0.09741772711277008,0.030560821294784546,0.2999953627586365
0,61575051841154,it,0.2416505664587021,0.079073466360569,0.03155191242694855,0.299993634223938
0,61575829405493,it,0.2681492269039154,0.0581301711499691,0.04248611629009247,0.29999738931655884
0,61575356045890,it,0.2074507772922516,0.10899879038333893,0.030015364289283752,0.2999974489212036
0,61574994845337,en,0.21952500939369202,0.09855542331933975,0.03001485764980316,0.29999735951423645
0,61574977474091,en,0.2329317331314087,0.08644987642765045,0.03290008008480072,0.29999876022338867
