persona_id,old_pref,new_pref,p_new_pre,p_old_pre,stable_final_disp,change_1_disp,change_2_disp,change_4_disp,change_8_disp,excess_change_final,sustained_minus_oneoff,p_new_1,p_new_2,p_new_4,p_new_8,delta_p_new_final,p_old_final,delta_p_old_final,alpha_new_1,alpha_new_8,shock_disp,recovery_disp,recovery_fraction
644,Plays tennis instead of cricket,Plays cricket instead of tennis,0.3995327949523926,0.38527411222457886,2.601729393005371,1.0088313817977905,1.7963546514511108,2.9306459426879883,4.253602981567383,1.6518735885620117,3.2447715997695923,0.3948688209056854,0.39014607667922974,0.3820503056049347,0.37314876914024353,-0.026384025812149048,0.345676064491272,-0.039598047733306885,0.2708110213279724,0.2495725303888321,1.0088313817977905,1.891789436340332,-0.8752285768203045
626,Frequently visits museums and art galleries,Rarely visits museums and art galleries,0.3380933105945587,0.258402943611145,2.0276939868927,0.7936310172080994,1.4037950038909912,2.2670865058898926,3.216002941131592,1.1883089542388916,2.4223719239234924,0.33638858795166016,0.3356136679649353,0.3332732319831848,0.32888057827949524,-0.009212732315063477,0.2589547038078308,0.000551760196685791,0.2637247145175934,0.2716749310493469,0.7936310172080994,1.4133950471878052,-0.7809221370404131
314,Regularly supports local Black-owned businesses,Does not regularly support local Black-owned businesses,0.3072321116924286,0.27986112236976624,1.8929131031036377,1.3516972064971924,2.4561147689819336,4.060450077056885,5.711415767669678,3.81850266456604,4.359718561172485,0.3041972517967224,0.30102837085723877,0.2982438802719116,0.3032352924346924,-0.003996819257736206,0.2977913022041321,0.017930179834365845,0.28854918479919434,0.28985753655433655,1.3516972064971924,1.4425479173660278,-0.06721232420407763
382,Likes visiting art galleries,Dislikes visiting art galleries,0.21175985038280487,0.23179017007350922,1.9513581991195679,0.9017463326454163,1.5735384225845337,2.472473621368408,3.3578970432281494,1.4065388441085815,2.456150710582733,0.21532827615737915,0.21637800335884094,0.21629279851913452,0.21471427381038666,0.002954423427581787,0.2157488763332367,-0.016041293740272522,0.28021860122680664,0.2844260334968567,0.9017463326454163,1.3217144012451172,-0.4657275038398634
692,Likes listening to podcasts,Dislikes listening to podcasts,0.36268237233161926,0.22570547461509705,2.0055668354034424,0.8451105356216431,1.5347142219543457,2.6366920471191406,4.128503799438477,2.122936964035034,3.2833932638168335,0.36351004242897034,0.3617629408836365,0.35603728890419006,0.3489372432231903,-0.013745129108428955,0.22757357358932495,0.0018680989742279053,0.28889200091362,0.2858595848083496,0.8451105356216431,1.4476492404937744,-0.7129702914292961
884,Enjoys craft beer tasting,Does not enjoy craft beer tasting,0.23994946479797363,0.3081510663032532,1.8283429145812988,1.1923753023147583,2.0905864238739014,3.2995400428771973,4.5305328369140625,2.7021899223327637,3.338157534599304,0.23786449432373047,0.23754440248012543,0.23847486078739166,0.2401690036058426,0.00021953880786895752,0.2745893895626068,-0.03356167674064636,0.2779845595359802,0.2756941020488739,1.1923753023147583,1.4648890495300293,-0.22854695722583318
493,Mild gastritis episode resolved with dietary adjustments,Mild gastritis episode persisted despite dietary adjustments,0.34990382194519043,0.3638935983181,1.5768647193908691,0.4619966447353363,0.8540363311767578,1.4746490716934204,2.2994532585144043,0.7225885391235352,1.837456613779068,0.354459285736084,0.3586808145046234,0.36595386266708374,0.37599343061447144,0.026089608669281006,0.3924558758735657,0.028562277555465698,0.22819927334785461,0.23658812046051025,0.4619966447353363,1.1153603792190552,-1.4142174882200949
668,Enjoys casual cycling around the city,Enjoys competitive cycling and racing,0.22123470902442932,0.36727970838546753,1.5987192392349243,0.7787835597991943,1.4040969610214233,2.318671464920044,3.387237787246704,1.7885185480117798,2.6084542274475098,0.21792975068092346,0.2158641368150711,0.2144511640071869,0.21613506972789764,-0.005099639296531677,0.3619135618209839,-0.005366146564483643,0.23459631204605103,0.2335330843925476,0.7787835597991943,1.1570897102355957,-0.4857654552106183
823,Follows European football (soccer),Does not follow European football (soccer),0.128521129488945,0.5738335847854614,1.8455144166946411,1.241024374961853,2.227692127227783,3.736212730407715,5.439695835113525,3.5941814184188843,4.198671460151672,0.11889620870351791,0.11235310882329941,0.10829952359199524,0.10310275107622147,-0.02541837841272354,0.47387439012527466,-0.09995919466018677,0.21435782313346863,0.2348221093416214,1.241024374961853,1.469152569770813,-0.18382249326567202
522,Regularly attends exclusive art gallery openings,Rarely attends exclusive art gallery openings,0.2614282965660095,0.3050748109817505,2.2571256160736084,1.0381323099136353,1.8893682956695557,3.141767978668213,4.490940093994141,2.2338144779205322,3.4528077840805054,0.2614641785621643,0.2613215744495392,0.26102587580680847,0.25878432393074036,-0.002643972635269165,0.28383421897888184,-0.021240592002868652,0.24873338639736176,0.2574746310710907,1.0381323099136353,1.6216496229171753,-0.5620837608378495
