repeat,user_id,language,alpha_mean,alpha_sd,alpha_min,alpha_max
0,61574934126943,pt,0.15516836941242218,0.10104350745677948,0.03036956489086151,0.29739147424697876
0,61575131153481,en,0.22466666996479034,0.08928748965263367,0.04110725224018097,0.29961419105529785
0,61574801413926,fr,0.22463509440422058,0.08995478600263596,0.03529299795627594,0.2994435429573059
0,61575315757634,fr,0.20468387007713318,0.0848827138543129,0.05214317888021469,0.2994140088558197
0,61574863962100,it,0.22340425848960876,0.07686285674571991,0.05621922016143799,0.29971614480018616
0,61575201373332,fr,0.2263936549425125,0.08902054280042648,0.03267686069011688,0.29981231689453125
0,61575691416622,hi,0.2297465205192566,0.08085109293460846,0.04927222430706024,0.2996841073036194
0,61574905567721,en,0.2122119665145874,0.08586975932121277,0.036166951060295105,0.29912644624710083
0,61575169251717,en,0.18773628771305084,0.1008959710597992,0.03333333134651184,0.2992769479751587
0,61575111478220,pt,0.218982994556427,0.08285025507211685,0.04550042003393173,0.2993536591529846
0,61575569215048,hi,0.21070939302444458,0.09116106480360031,0.041956499218940735,0.2994344234466553
0,61575003004721,fr,0.19203247129917145,0.09349223226308823,0.030714944005012512,0.29870110750198364
0,61575027123549,en,0.2014005035161972,0.10110963881015778,0.03038504719734192,0.29951101541519165
0,61574951645380,en,0.23481522500514984,0.08279898762702942,0.046451590955257416,0.29947900772094727
0,61574727556591,en,0.21855823695659637,0.07536976039409637,0.0521264374256134,0.299691379070282
0,61575239345239,en,0.2306266576051712,0.08994197845458984,0.03566858172416687,0.2997409403324127
0,61575622629793,it,0.21403205394744873,0.09397083520889282,0.03047098219394684,0.29972973465919495
0,61575174584515,fr,0.23833025991916656,0.08155093342065811,0.030841320753097534,0.29919588565826416
0,61575689432183,pt,0.22090350091457367,0.08941712975502014,0.030856803059577942,0.29975008964538574
0,61575053907477,en,0.1850583553314209,0.10604390501976013,0.030237123370170593,0.299559623003006
0,61575568405010,en,0.2177966833114624,0.08040951937437057,0.04889681190252304,0.2986961603164673
0,61575007354364,en,0.2234526127576828,0.08957873284816742,0.03714375197887421,0.2996501922607422
0,61575205783063,hi,0.21393050253391266,0.0812101811170578,0.06035912036895752,0.2989805340766907
0,61574652767188,en,0.24603810906410217,0.06316091120243073,0.056633830070495605,0.29904282093048096
0,61574821569203,en,0.1926507204771042,0.09160858392715454,0.030962079763412476,0.29942017793655396
0,61575347826373,hi,0.21211226284503937,0.08849923312664032,0.04010283946990967,0.2996779680252075
0,61575116351597,hi,0.23769526183605194,0.08255314081907272,0.0487862229347229,0.2998092770576477
0,61574764605724,fr,0.23708616197109222,0.0776122659444809,0.053618885576725006,0.29924094676971436
0,61575210563029,fr,0.25316765904426575,0.06932499259710312,0.04642526060342789,0.29974165558815
0,61574937547028,it,0.20489391684532166,0.08944124728441238,0.03133472800254822,0.29984724521636963
0,61575062566013,en,0.20332548022270203,0.10146841406822205,0.03223040699958801,0.29966652393341064
0,61575004409946,en,0.22809040546417236,0.08665478229522705,0.043139874935150146,0.29985880851745605
0,61575167439026,en,0.20164577662944794,0.1024312973022461,0.03697708249092102,0.29982790350914
0,61575303902251,en,0.1941222995519638,0.10128892958164215,0.03212547302246094,0.2993989586830139
0,61574987700816,en,0.23346887528896332,0.08589736372232437,0.03913852572441101,0.29976436495780945
0,61575062519607,en,0.23533818125724792,0.07290183007717133,0.06336196511983871,0.2987302541732788
0,61575236351657,fr,0.16738949716091156,0.10403790324926376,0.030331537127494812,0.29880791902542114
0,61575255040324,en,0.21583238244056702,0.08574553579092026,0.03238154947757721,0.299291729927063
0,61575799107152,pt,0.19786450266838074,0.09663714468479156,0.03245599567890167,0.2995057702064514
0,61575637913685,en,0.22084586322307587,0.09442482143640518,0.03425319492816925,0.29950547218322754
0,61575138556380,en,0.23118595778942108,0.07274963706731796,0.05492626130580902,0.2989993095397949
0,61575527222862,it,0.24106308817863464,0.07465755194425583,0.05014089494943619,0.29946935176849365
0,61573054454503,fr,0.2490222156047821,0.07372473925352097,0.04678179323673248,0.29972952604293823
0,61574839903015,it,0.23851114511489868,0.09464903920888901,0.03096751868724823,0.29981666803359985
0,61574788001360,en,0.1975516974925995,0.10168062150478363,0.03041960299015045,0.2992614805698395
0,61575207112351,en,0.22703245282173157,0.07690979540348053,0.048900023102760315,0.29933983087539673
0,61575152050067,hi,0.1959485411643982,0.09341476112604141,0.04092402011156082,0.29929155111312866
0,61573397313375,fr,0.1938231736421585,0.10712527483701706,0.035702288150787354,0.29957467317581177
0,61575817620916,fr,0.22915810346603394,0.08471687883138657,0.03277027606964111,0.299736350774765
0,61575313410082,en,0.22360360622406006,0.08554302155971527,0.0383431613445282,0.29978033900260925
0,61575266811505,en,0.1956232786178589,0.0825418084859848,0.03727039694786072,0.2996175289154053
0,61574726476500,en,0.24686923623085022,0.07246053963899612,0.04949573427438736,0.2996112108230591
0,61575178964523,pt,0.2000906765460968,0.11127087473869324,0.037195563316345215,0.2993730306625366
0,61575940674829,hi,0.23081795871257782,0.08976208418607712,0.03598213195800781,0.2995370626449585
0,61574855621301,en,0.22920793294906616,0.0795237198472023,0.045804090797901154,0.29911136627197266
0,61575872908128,hi,0.2232695072889328,0.09123457968235016,0.030311018228530884,0.29956597089767456
0,61575227003442,it,0.2547411322593689,0.06802202016115189,0.048410601913928986,0.29968953132629395
0,61575614841893,hi,0.22416694462299347,0.0856650099158287,0.033706724643707275,0.29979825019836426
0,61575828570433,en,0.20173639059066772,0.07560264319181442,0.06342370808124542,0.2982461452484131
0,61574831382328,en,0.22122016549110413,0.08297672122716904,0.030699267983436584,0.29971742630004883
0,61575496125684,en,0.22465096414089203,0.09361261129379272,0.04139394313097,0.29965198040008545
0,61575356045890,it,0.19415639340877533,0.09470172226428986,0.04777991771697998,0.299234002828598
0,61575172646079,it,0.2017122209072113,0.09521228820085526,0.04469799995422363,0.2998617887496948
0,61575027298560,en,0.22438451647758484,0.0856809914112091,0.030192837119102478,0.29931896924972534
0,61574817464063,en,0.24504618346691132,0.0857153907418251,0.03610128164291382,0.2995407283306122
0,61574781734933,it,0.20188002288341522,0.08865063637495041,0.03867115080356598,0.2995797395706177
0,61572766786766,en,0.22997330129146576,0.08528432995080948,0.046483904123306274,0.2996865212917328
0,61575574524688,pt,0.2265452742576599,0.09236646443605423,0.04234392195940018,0.29988646507263184
0,61575226491299,en,0.219063401222229,0.09504653513431549,0.03735284507274628,0.29976603388786316
0,61573217543255,hi,0.21347439289093018,0.09257136285305023,0.03134407103061676,0.2993408739566803
0,61575838795093,pt,0.20544637739658356,0.09868800640106201,0.030248284339904785,0.2997724413871765
0,61575202633062,it,0.21331852674484253,0.09330174326896667,0.03055192530155182,0.2997168302536011
0,61575544152962,it,0.22465242445468903,0.08307450264692307,0.03613242506980896,0.2998395562171936
0,61575088062953,it,0.19927093386650085,0.10647272318601608,0.03076636791229248,0.299528568983078
0,61575119561738,en,0.23218543827533722,0.09369438141584396,0.04726731777191162,0.29982197284698486
0,61574051276067,it,0.2403908371925354,0.06990507990121841,0.056623391807079315,0.29978126287460327
0,61575013502873,it,0.1939796656370163,0.09374499320983887,0.032557860016822815,0.2989576458930969
0,61575571571675,fr,0.2473384290933609,0.08414378017187119,0.04736829549074173,0.2997252941131592
0,61573913763035,it,0.173680379986763,0.10665857791900635,0.030792236328125,0.2995075583457947
0,61575557761520,it,0.2541312277317047,0.0713384672999382,0.04688309133052826,0.29968976974487305
0,61573544637558,fr,0.19541601836681366,0.0833505168557167,0.04833430051803589,0.29917529225349426
0,61573135240533,fr,0.22187739610671997,0.08061601221561432,0.053689420223236084,0.2988428473472595
0,61575098742695,hi,0.23165981471538544,0.0819159597158432,0.03204528987407684,0.2996516823768616
0,61575662108150,en,0.2346305102109909,0.09870873391628265,0.04713490605354309,0.29980021715164185
0,61575515733376,pt,0.24142201244831085,0.074492447078228,0.04986415058374405,0.29951024055480957
0,61575661611123,hi,0.21071775257587433,0.08830957114696503,0.04469510167837143,0.29903486371040344
0,61575214162123,en,0.21353714168071747,0.09285566210746765,0.03170982003211975,0.2996375560760498
0,61573503322985,fr,0.2107989341020584,0.09541730582714081,0.032401710748672485,0.29965054988861084
0,61575198623528,hi,0.2395763397216797,0.08328922837972641,0.04589620977640152,0.2996928095817566
0,61574714597809,pt,0.21332703530788422,0.09268143028020859,0.03592248260974884,0.29983067512512207
0,61575689695617,hi,0.23076482117176056,0.07861210405826569,0.0422302708029747,0.29942139983177185
0,61575606443963,hi,0.12676237523555756,0.09702307730913162,0.030957162380218506,0.29838892817497253
0,61575308401890,en,0.24046027660369873,0.08344716578722,0.04335268586874008,0.299831748008728
0,61575331140964,en,0.2468457669019699,0.08314760774374008,0.045438624918460846,0.29972967505455017
0,61572629921625,pt,0.2271011769771576,0.07341036200523376,0.049445077776908875,0.2993946969509125
0,61573600374605,en,0.20069168508052826,0.09890051931142807,0.03299252688884735,0.29946327209472656
0,61575324090992,en,0.2536991238594055,0.07774847745895386,0.05620764195919037,0.2998361885547638
0,61575112067630,hi,0.2306501418352127,0.08016102015972137,0.030814409255981445,0.29956573247909546
0,61575470764521,pt,0.2733454704284668,0.06276880949735641,0.048019714653491974,0.29984647035598755
