persona_id,category,matched_in_32k,block_rank,start_message_idx,normalized_rank,n_matched_blocks_persona,n_raw_blocks_persona
15,independent_or_other,True,44.0,155.0,0.5945945945945946,75,101
15,ask_to_forget,True,45.0,157.0,0.6081081081081081,75,101
15,independent_or_other,True,54.0,187.0,0.7297297297297297,75,101
15,independent_or_other,True,18.0,67.0,0.24324324324324326,75,101
15,independent_or_other,True,26.0,95.0,0.35135135135135137,75,101
15,independent_or_other,False,,,,75,101
15,ask_to_forget,False,,,,75,101
15,independent_or_other,True,1.0,3.0,0.013513513513513514,75,101
15,ask_to_forget,False,,,,75,101
15,ask_to_forget,True,32.0,115.0,0.43243243243243246,75,101
15,independent_or_other,True,10.0,39.0,0.13513513513513514,75,101
15,ask_to_forget,True,11.0,41.0,0.14864864864864866,75,101
15,independent_or_other,True,15.0,55.0,0.20270270270270271,75,101
15,ask_to_forget,True,16.0,59.0,0.21621621621621623,75,101
15,independent_or_other,True,51.0,179.0,0.6891891891891891,75,101
15,ask_to_forget,True,52.0,181.0,0.7027027027027027,75,101
15,independent_or_other,True,6.0,19.0,0.08108108108108109,75,101
15,ask_to_forget,True,7.0,25.0,0.0945945945945946,75,101
15,independent_or_other,True,4.0,11.0,0.05405405405405406,75,101
15,ask_to_forget,True,5.0,15.0,0.06756756756756757,75,101
15,independent_or_other,True,55.0,189.0,0.7432432432432432,75,101
15,independent_or_other,True,50.0,177.0,0.6756756756756757,75,101
15,ask_to_forget,False,,,,75,101
15,ask_to_forget,False,,,,75,101
15,independent_or_other,True,24.0,87.0,0.32432432432432434,75,101
15,ask_to_forget,True,25.0,91.0,0.33783783783783783,75,101
15,independent_or_other,True,9.0,33.0,0.12162162162162163,75,101
15,independent_or_other,True,58.0,199.0,0.7837837837837838,75,101
15,ask_to_forget,True,59.0,201.0,0.7972972972972973,75,101
15,independent_or_other,True,12.0,45.0,0.16216216216216217,75,101
15,ask_to_forget,True,13.0,49.0,0.17567567567567569,75,101
15,independent_or_other,True,28.0,101.0,0.3783783783783784,75,101
15,ask_to_forget,True,29.0,105.0,0.3918918918918919,75,101
15,independent_or_other,True,47.0,165.0,0.6351351351351351,75,101
15,ask_to_forget,True,48.0,169.0,0.6486486486486487,75,101
15,independent_or_other,True,53.0,185.0,0.7162162162162162,75,101
15,independent_or_other,True,19.0,71.0,0.25675675675675674,75,101
15,ask_to_forget,True,20.0,73.0,0.2702702702702703,75,101
15,independent_or_other,False,,,,75,101
15,independent_or_other,True,17.0,63.0,0.22972972972972974,75,101
15,independent_or_other,True,27.0,99.0,0.36486486486486486,75,101
15,independent_or_other,True,42.0,147.0,0.5675675675675675,75,101
15,ask_to_forget,True,43.0,151.0,0.581081081081081,75,101
15,independent_or_other,True,36.0,129.0,0.4864864864864865,75,101
15,ask_to_forget,True,37.0,131.0,0.5,75,101
15,independent_or_other,True,33.0,119.0,0.44594594594594594,75,101
15,ask_to_forget,True,34.0,123.0,0.4594594594594595,75,101
15,independent_or_other,True,46.0,161.0,0.6216216216216216,75,101
15,independent_or_other,True,35.0,127.0,0.47297297297297297,75,101
15,independent_or_other,False,,,,75,101
15,independent_or_other,False,,,,75,101
15,native_update,True,60.0,205.0,0.8108108108108109,75,101
15,native_update,True,61.0,207.0,0.8243243243243243,75,101
15,native_update,True,62.0,209.0,0.8378378378378378,75,101
15,native_update,False,,,,75,101
15,independent_or_other,True,30.0,109.0,0.40540540540540543,75,101
15,native_update,True,71.0,231.0,0.9594594594594594,75,101
15,native_update,False,,,,75,101
15,native_update,False,,,,75,101
15,independent_or_other,True,2.0,5.0,0.02702702702702703,75,101
15,ask_to_forget,True,3.0,7.0,0.04054054054054054,75,101
15,native_update,False,,,,75,101
15,native_update,True,63.0,213.0,0.8513513513513513,75,101
15,independent_or_other,True,14.0,53.0,0.1891891891891892,75,101
15,independent_or_other,True,31.0,111.0,0.4189189189189189,75,101
15,independent_or_other,True,23.0,85.0,0.3108108108108108,75,101
15,independent_or_other,True,8.0,29.0,0.10810810810810811,75,101
15,native_update,False,,,,75,101
15,native_update,False,,,,75,101
15,native_update,False,,,,75,101
15,independent_or_other,True,41.0,143.0,0.5540540540540541,75,101
15,independent_or_other,True,0.0,1.0,0.0,75,101
15,native_update,True,74.0,239.0,1.0,75,101
15,native_update,False,,,,75,101
15,native_update,True,72.0,233.0,0.972972972972973,75,101
15,independent_or_other,True,21.0,77.0,0.28378378378378377,75,101
15,independent_or_other,True,38.0,135.0,0.5135135135135135,75,101
15,native_update,False,,,,75,101
15,native_update,True,64.0,215.0,0.8648648648648649,75,101
15,native_update,True,65.0,217.0,0.8783783783783784,75,101
15,native_update,True,73.0,235.0,0.9864864864864865,75,101
15,independent_or_other,True,39.0,137.0,0.527027027027027,75,101
15,native_update,False,,,,75,101
15,native_update,True,66.0,219.0,0.8918918918918919,75,101
15,native_update,False,,,,75,101
15,independent_or_other,True,56.0,193.0,0.7567567567567568,75,101
15,ask_to_forget,True,57.0,195.0,0.7702702702702703,75,101
15,native_update,False,,,,75,101
15,native_update,True,70.0,229.0,0.9459459459459459,75,101
15,native_update,False,,,,75,101
15,native_update,False,,,,75,101
15,native_update,False,,,,75,101
15,native_update,True,67.0,221.0,0.9054054054054054,75,101
15,native_update,True,68.0,223.0,0.918918918918919,75,101
15,native_update,True,69.0,227.0,0.9324324324324325,75,101
15,independent_or_other,True,40.0,139.0,0.5405405405405406,75,101
15,independent_or_other,True,49.0,175.0,0.6621621621621622,75,101
15,independent_or_other,True,22.0,81.0,0.2972972972972973,75,101
15,native_update,False,,,,75,101
15,independent_or_other,False,,,,75,101
15,independent_or_other,False,,,,75,101
48,independent_or_other,True,13.0,47.0,0.18571428571428572,71,82
48,ask_to_forget,True,14.0,49.0,0.2,71,82
48,independent_or_other,True,10.0,35.0,0.14285714285714285,71,82
48,ask_to_forget,False,,,,71,82
48,independent_or_other,True,36.0,113.0,0.5142857142857142,71,82
48,independent_or_other,True,31.0,99.0,0.44285714285714284,71,82
48,independent_or_other,True,27.0,89.0,0.38571428571428573,71,82
48,independent_or_other,True,11.0,41.0,0.15714285714285714,71,82
48,ask_to_forget,True,12.0,43.0,0.17142857142857143,71,82
48,independent_or_other,True,51.0,163.0,0.7285714285714285,71,82
48,ask_to_forget,True,52.0,165.0,0.7428571428571429,71,82
48,independent_or_other,True,17.0,59.0,0.24285714285714285,71,82
48,ask_to_forget,True,18.0,61.0,0.2571428571428571,71,82
48,independent_or_other,True,1.0,3.0,0.014285714285714285,71,82
48,ask_to_forget,True,2.0,5.0,0.02857142857142857,71,82
48,independent_or_other,True,19.0,65.0,0.2714285714285714,71,82
48,ask_to_forget,True,20.0,69.0,0.2857142857142857,71,82
48,independent_or_other,True,38.0,121.0,0.5428571428571428,71,82
48,independent_or_other,True,15.0,53.0,0.21428571428571427,71,82
48,ask_to_forget,True,16.0,55.0,0.22857142857142856,71,82
48,independent_or_other,True,7.0,25.0,0.1,71,82
48,independent_or_other,True,25.0,83.0,0.35714285714285715,71,82
48,ask_to_forget,True,26.0,85.0,0.37142857142857144,71,82
48,independent_or_other,True,44.0,139.0,0.6285714285714286,71,82
48,independent_or_other,True,30.0,97.0,0.42857142857142855,71,82
48,independent_or_other,True,35.0,111.0,0.5,71,82
48,independent_or_other,True,41.0,129.0,0.5857142857142857,71,82
48,ask_to_forget,True,42.0,133.0,0.6,71,82
48,independent_or_other,True,40.0,125.0,0.5714285714285714,71,82
48,independent_or_other,False,,,,71,82
48,independent_or_other,True,33.0,103.0,0.4714285714285714,71,82
48,ask_to_forget,True,34.0,107.0,0.4857142857142857,71,82
48,independent_or_other,True,4.0,13.0,0.05714285714285714,71,82
48,independent_or_other,True,6.0,23.0,0.08571428571428572,71,82
48,independent_or_other,True,8.0,29.0,0.11428571428571428,71,82
48,independent_or_other,True,39.0,123.0,0.5571428571428572,71,82
48,independent_or_other,True,21.0,73.0,0.3,71,82
48,ask_to_forget,True,22.0,75.0,0.3142857142857143,71,82
48,native_update,True,66.0,200.0,0.9428571428571428,71,82
48,native_update,True,54.0,171.0,0.7714285714285715,71,82
48,native_update,True,55.0,173.0,0.7857142857142857,71,82
48,native_update,True,56.0,175.0,0.8,71,82
48,independent_or_other,True,49.0,157.0,0.7,71,82
48,ask_to_forget,True,50.0,159.0,0.7142857142857143,71,82
48,native_update,True,57.0,177.0,0.8142857142857143,71,82
48,independent_or_other,True,24.0,81.0,0.34285714285714286,71,82
48,native_update,False,,,,71,82
48,independent_or_other,True,28.0,91.0,0.4,71,82
48,ask_to_forget,True,29.0,93.0,0.4142857142857143,71,82
48,native_update,True,58.0,181.0,0.8285714285714286,71,82
48,native_update,True,70.0,210.0,1.0,71,82
48,native_update,False,,,,71,82
48,native_update,True,59.0,184.0,0.8428571428571429,71,82
48,native_update,True,60.0,186.0,0.8571428571428571,71,82
48,native_update,False,,,,71,82
48,independent_or_other,True,5.0,15.0,0.07142857142857142,71,82
48,native_update,True,67.0,202.0,0.9571428571428572,71,82
48,native_update,True,61.0,188.0,0.8714285714285714,71,82
48,independent_or_other,True,47.0,149.0,0.6714285714285714,71,82
48,ask_to_forget,True,48.0,153.0,0.6857142857142857,71,82
48,native_update,True,62.0,190.0,0.8857142857142857,71,82
48,native_update,False,,,,71,82
48,independent_or_other,True,32.0,101.0,0.45714285714285713,71,82
48,independent_or_other,True,0.0,1.0,0.0,71,82
48,independent_or_other,True,23.0,79.0,0.32857142857142857,71,82
48,independent_or_other,True,45.0,141.0,0.6428571428571429,71,82
48,independent_or_other,True,37.0,117.0,0.5285714285714286,71,82
48,independent_or_other,True,9.0,31.0,0.12857142857142856,71,82
48,ask_to_forget,True,46.0,145.0,0.6571428571428571,71,82
48,native_update,True,65.0,198.0,0.9285714285714286,71,82
48,native_update,False,,,,71,82
48,independent_or_other,True,3.0,9.0,0.04285714285714286,71,82
48,native_update,False,,,,71,82
48,native_update,True,64.0,194.0,0.9142857142857143,71,82
48,native_update,True,63.0,192.0,0.9,71,82
48,native_update,False,,,,71,82
48,native_update,True,69.0,208.0,0.9857142857142858,71,82
48,native_update,True,68.0,204.0,0.9714285714285714,71,82
48,independent_or_other,True,43.0,137.0,0.6142857142857143,71,82
48,independent_or_other,True,53.0,169.0,0.7571428571428571,71,82
48,ask_to_forget,False,,,,71,82
48,independent_or_other,False,,,,71,82
52,independent_or_other,True,20.0,69.0,0.2631578947368421,77,83
52,ask_to_forget,True,21.0,71.0,0.27631578947368424,77,83
52,independent_or_other,True,36.0,121.0,0.47368421052631576,77,83
52,ask_to_forget,True,37.0,123.0,0.4868421052631579,77,83
52,independent_or_other,False,,,,77,83
52,independent_or_other,True,2.0,7.0,0.02631578947368421,77,83
52,ask_to_forget,True,3.0,11.0,0.039473684210526314,77,83
52,ask_to_forget,True,75.0,229.0,0.9868421052631579,77,83
52,independent_or_other,True,13.0,45.0,0.17105263157894737,77,83
52,ask_to_forget,True,14.0,49.0,0.18421052631578946,77,83
52,independent_or_other,False,,,,77,83
52,independent_or_other,True,15.0,53.0,0.19736842105263158,77,83
52,ask_to_forget,True,16.0,57.0,0.21052631578947367,77,83
52,independent_or_other,True,4.0,15.0,0.05263157894736842,77,83
52,ask_to_forget,True,5.0,19.0,0.06578947368421052,77,83
52,independent_or_other,True,24.0,81.0,0.3157894736842105,77,83
52,ask_to_forget,True,25.0,83.0,0.32894736842105265,77,83
52,independent_or_other,True,47.0,151.0,0.618421052631579,77,83
52,independent_or_other,False,,,,77,83
52,independent_or_other,True,22.0,75.0,0.2894736842105263,77,83
52,ask_to_forget,True,23.0,77.0,0.3026315789473684,77,83
52,independent_or_other,True,28.0,91.0,0.3684210526315789,77,83
52,ask_to_forget,True,29.0,95.0,0.3815789473684211,77,83
52,independent_or_other,True,32.0,107.0,0.42105263157894735,77,83
52,ask_to_forget,True,33.0,109.0,0.4342105263157895,77,83
52,independent_or_other,True,52.0,169.0,0.6842105263157895,77,83
52,ask_to_forget,True,53.0,171.0,0.6973684210526315,77,83
52,independent_or_other,True,8.0,31.0,0.10526315789473684,77,83
52,ask_to_forget,True,9.0,33.0,0.11842105263157894,77,83
52,independent_or_other,False,,,,77,83
52,independent_or_other,True,11.0,39.0,0.14473684210526316,77,83
52,ask_to_forget,True,12.0,41.0,0.15789473684210525,77,83
52,independent_or_other,True,34.0,113.0,0.4473684210526316,77,83
52,ask_to_forget,True,35.0,117.0,0.4605263157894737,77,83
52,independent_or_other,True,27.0,89.0,0.35526315789473684,77,83
52,independent_or_other,True,19.0,67.0,0.25,77,83
52,independent_or_other,True,45.0,145.0,0.5921052631578947,77,83
52,ask_to_forget,True,46.0,147.0,0.6052631578947368,77,83
52,independent_or_other,True,40.0,131.0,0.5263157894736842,77,83
