persona_id,old_pref,new_pref,p_new_pre,p_old_pre,stable_final_disp_pre,change_final_disp_pre,change_gap_1,change_gap_final,sustained_minus_oneoff_gap,change_projection_1,change_projection_final,semantic_new_effect_final,semantic_old_effect_final,p_new_change_final,p_new_stable_final,p_old_change_final,p_old_stable_final,alpha_new_1,alpha_old_1,alpha_new_minus_old_1,shock_gap_to_matched_stable,recovery_final_gap_to_matched_stable,matched_recovery_fraction
644,Plays tennis instead of cricket,Plays cricket instead of tennis,0.3995327949523926,0.38527411222457886,2.601729393005371,4.253602981567383,0.930212140083313,3.1662240028381348,2.2360118627548218,0.8904293775558472,3.1662240028381348,-0.027804046869277954,-0.017219126224517822,0.37314876914024353,0.4009528160095215,0.345676064491272,0.3628951907157898,0.2708110213279724,0.24269163608551025,0.028119385242462158,0.930212140083313,0.5138649940490723,0.44758300616991653
626,Frequently visits museums and art galleries,Rarely visits museums and art galleries,0.3380933105945587,0.258402943611145,2.0276939868927,3.216002941131592,0.7965395450592041,3.1015684604644775,2.3050289154052734,0.7349165678024292,3.1015682220458984,-0.009385555982589722,-0.002681225538253784,0.32888057827949524,0.33826613426208496,0.2589547038078308,0.2616359293460846,0.2637247145175934,0.29020440578460693,-0.02647969126701355,0.7965395450592041,0.3368806838989258,0.5770697312035066
314,Regularly supports local Black-owned businesses,Does not regularly support local Black-owned businesses,0.3072321116924286,0.27986112236976624,1.8929131031036377,5.711415767669678,1.4497219324111938,5.908216953277588,4.458495020866394,1.3848457336425781,5.90821647644043,-0.004997342824935913,0.02105388045310974,0.3032352924346924,0.3082326352596283,0.2977913022041321,0.27673742175102234,0.28854918479919434,0.2865694761276245,0.0019797086715698242,1.4497219324111938,0.7861289978027344,0.45773808050538645
382,Likes visiting art galleries,Dislikes visiting art galleries,0.21175985038280487,0.23179017007350922,1.9513581991195679,3.3578970432281494,0.9664426445960999,3.678769111633301,2.712326467037201,0.9108003377914429,3.67876935005188,0.0005717277526855469,-0.019143998622894287,0.21471427381038666,0.2141425460577011,0.2157488763332367,0.23489287495613098,0.28021860122680664,0.288846492767334,-0.008627891540527344,0.9664426445960999,0.41745278239250183,0.5680521914810934
692,Likes listening to podcasts,Dislikes listening to podcasts,0.36268237233161926,0.22570547461509705,2.0055668354034424,4.128503799438477,0.8859994411468506,4.53010892868042,3.6441094875335693,0.7768239974975586,4.530109405517578,-0.012686163187026978,-0.001391083002090454,0.3489372432231903,0.3616234064102173,0.22757357358932495,0.2289646565914154,0.28889200091362,0.28454717993736267,0.004344820976257324,0.8859994411468506,0.5428967475891113,0.38724933405558604
884,Enjoys craft beer tasting,Does not enjoy craft beer tasting,0.23994946479797363,0.3081510663032532,1.8283429145812988,4.5305328369140625,1.1779390573501587,4.240427017211914,3.0624879598617554,1.1400701999664307,4.240427017211914,-0.0008003860712051392,-0.033577024936676025,0.2401690036058426,0.24096938967704773,0.2745893895626068,0.30816641449928284,0.2779845595359802,0.22773092985153198,0.05025362968444824,1.1779390573501587,0.5960811972618103,0.4939626175544861
493,Mild gastritis episode resolved with dietary adjustments,Mild gastritis episode persisted despite dietary adjustments,0.34990382194519043,0.3638935983181,1.5768647193908691,2.2994532585144043,0.4308846592903137,1.9702057838439941,1.5393211245536804,0.4073510468006134,1.9702059030532837,0.012109875679016113,0.01217702031135559,0.37599343061447144,0.3638835549354553,0.3924558758735657,0.3802788555622101,0.22819927334785461,0.28963619470596313,-0.06143692135810852,0.4308846592903137,0.2658897042274475,0.38292139556469773
668,Enjoys casual cycling around the city,Enjoys competitive cycling and racing,0.22123470902442932,0.36727970838546753,1.5987192392349243,3.387237787246704,0.8395600318908691,3.7880825996398926,2.9485225677490234,0.8007351756095886,3.7880825996398926,-0.0009789317846298218,-0.006142735481262207,0.21613506972789764,0.21711400151252747,0.3619135618209839,0.3680562973022461,0.23459631204605103,0.2825412452220917,-0.04794493317604065,0.8395600318908691,0.5178177952766418,0.3832271956653235
823,Follows European football (soccer),Does not follow European football (soccer),0.128521129488945,0.5738335847854614,1.8455144166946411,5.439695835113525,1.2858452796936035,6.073177814483643,4.787332534790039,1.1405022144317627,6.073177337646484,-0.025387533009052277,-0.11958372592926025,0.10310275107622147,0.12849028408527374,0.47387439012527466,0.5934581160545349,0.21435782313346863,0.1312745213508606,0.08308330178260803,1.2858452796936035,0.9037418961524963,0.29716124449448256
522,Regularly attends exclusive art gallery openings,Rarely attends exclusive art gallery openings,0.2614282965660095,0.3050748109817505,2.2571256160736084,4.490940093994141,1.04114830493927,4.311682224273682,3.2705339193344116,0.984534502029419,4.311682224273682,-0.011710643768310547,-0.017713189125061035,0.25878432393074036,0.2704949676990509,0.28383421897888184,0.30154740810394287,0.24873338639736176,0.2818613350391388,-0.03312794864177704,1.04114830493927,0.5560956001281738,0.4658824324161861
451,Borderline high cholesterol detected during routine screening,Normal cholesterol levels detected during routine screening,0.27451273798942566,0.2014298290014267,2.613692283630371,3.609337568283081,0.5393668413162231,2.1721975803375244,1.6328307390213013,0.4973956346511841,2.1721973419189453,0.006865113973617554,0.0015363693237304688,0.26861950755119324,0.2617543935775757,0.20042628049850464,0.19888991117477417,0.16121242940425873,0.1226244568824768,0.03858797252178192,0.5393668413162231,0.40635067224502563,0.24661539954253886
479,Collects small souvenir magnets from travels,Does not collect souvenir magnets from travels,0.25774723291397095,0.20774151384830475,1.7063453197479248,3.22360897064209,0.770786702632904,3.0614054203033447,2.2906187176704407,0.7224186658859253,3.0614054203033447,0.01028662919998169,-0.00033502280712127686,0.2656591236591339,0.2553724944591522,0.2091887891292572,0.20952381193637848,0.278044730424881,0.28333672881126404,-0.005291998386383057,0.770786702632904,0.39530548453330994,0.4871402384304252
977,Has a taste for olive oil-based skincare products,Has a taste for non-olive oil-based skincare products,0.15592142939567566,0.3218046724796295,1.403961181640625,2.3808486461639404,0.48285871744155884,2.007239580154419,1.52438086271286,0.45437490940093994,2.00723934173584,-0.0014846622943878174,-0.009968161582946777,0.1565808802843094,0.1580655425786972,0.3166227340698242,0.326590895652771,0.27853405475616455,0.2812280058860779,-0.00269395112991333,0.48285871744155884,0.2592334747314453,0.4631276906317411
697,Reads extensively about medieval European history,Does not read about medieval European history,0.21264676749706268,0.18168073892593384,2.337872266769409,2.36588454246521,0.5157709121704102,2.9542646408081055,2.4384937286376953,0.4792303740978241,2.9542646408081055,-0.0031745731830596924,-0.008748769760131836,0.2104450911283493,0.213619664311409,0.1836457997560501,0.19239456951618195,0.13740748167037964,0.27469009160995483,-0.1372826099395752,0.5157709121704102,0.33183708786964417,0.3566192275689918
590,Family history of type 2 diabetes on her maternal side,No family history of type 2 diabetes on her maternal side,0.2979799509048462,0.3301464915275574,1.7930350303649902,0.9035634994506836,0.3263275623321533,1.7575352191925049,1.4312076568603516,0.2857441306114197,1.7575353384017944,0.008892416954040527,-0.005031585693359375,0.2965112328529358,0.28761881589889526,0.3177053928375244,0.3227369785308838,0.04149211198091507,0.2178552746772766,-0.17636316269636154,0.3263275623321533,0.1945682317018509,0.40376402682219914
849,Appreciates fresh flowers in living spaces,Prefers not to have fresh flowers in living spaces,0.3849589228630066,0.2871542274951935,1.512610912322998,3.4876701831817627,0.8115735054016113,3.1614952087402344,2.349921703338623,0.7694157361984253,3.1614954471588135,-0.020363211631774902,0.005014151334762573,0.3653661608695984,0.3857293725013733,0.2921183705329895,0.28710421919822693,0.2836020290851593,0.2813056707382202,0.002296358346939087,0.8115735054016113,0.4495803415775299,0.446038666140225
